"Influences","Influenced"
"Friedrich Nietzsche","Jean Baudrillard "
"Jorge Luis Borges","Jean Baudrillard "
"Philip K. Dick","Jean Baudrillard "
"Cornelius Castoriadis","Jean Baudrillard "
"J. G. Ballard","Jean Baudrillard "
"Charlie Chaplin","Jacques Tati "
"Jackson Pollock","Helen Frankenthaler "
"Hans Hofmann","Helen Frankenthaler "
"Augustus Le Plongeon","Ignatius L. Donnelly "
"Wlad Godzich","Jean-François Lyotard "
"Michel de Montaigne","Jean-François Lyotard "
"Karl Marx","Jean-François Lyotard "
"Neil Gaiman","Dave McKean "
"Robert Coover","Dave Eggers "
"Norman Vincent Peale","Robert H. Schuller "
"Spike Milligan","Kenny Everett "
"Yevgeny Baratynsky","Joseph Brodsky "
"G. K. Chesterton","Dorothy Day "
"Arnold Klebs","Harvey Williams Cushing "
"Noam Chomsky","Michael Albert "
"George Green","Julian Schwinger "
"Arthur Mee","Grayson Perry "
"Flip Wilson","Arsenio Hall "
"Ursula Nordstrom","Maurice Sendak "
"René Guénon","Ananda Coomaraswamy "
"Vardis Fisher","Larry McMurtry "
"Wallace Stegner","Larry McMurtry "
"Angie Debo","Larry McMurtry "
"Leopold Staff","Julian Tuwim "
"Joseph de Maistre","Julius Evola "
"Giambattista Vico","Julius Evola "
"René Guénon","Julius Evola "
"Tristan Tzara","Julius Evola "
"Otto Weininger","Julius Evola "
"Juan Donoso Cortés","Julius Evola "
"Georg Wilhelm Friedrich Hegel","Charles Taylor (philosopher) "
"Émile Durkheim","Charles Taylor (philosopher) "
"Hubert Dreyfus","Charles Taylor (philosopher) "
"Hannah Arendt","Charles Taylor (philosopher) "
"Edmund Burke","William F. Buckley, Jr. "
"Eric Voegelin","William F. Buckley, Jr. "
"J. M. E. McTaggart","Peter Geach "
"Peter Kropotkin","Nestor Makhno "
"Joseph Dietzgen","Antonie Pannekoek "
"Don Rickles","Lisa Lampanelli "
"Ovid","George Chapman "
"Lenny Bruce","Tommy Chong "
"Jack Kerouac","Jim Morrison "
"William Blake","Jim Morrison "
"Louis-Ferdinand Céline","Jim Morrison "
"Arthur Rimbaud","Jim Morrison "
"Aldous Huxley","Jim Morrison "
"Norman Mailer","Jim Morrison "
"Allen Ginsberg","Jim Morrison "
"Joseph Campbell","Jim Morrison "
"Friedrich Wilhelm Joseph Schelling","Johann Wolfgang von Goethe "
"Jean-Jacques Rousseau","Johann Wolfgang von Goethe "
"Lucian","Johann Wolfgang von Goethe "
"Pedro Calderón de la Barca","Johann Wolfgang von Goethe "
"Friedrich Schiller","Johann Wolfgang von Goethe "
"Johann Gottfried Herder","Johann Wolfgang von Goethe "
"Baruch Spinoza","Johann Wolfgang von Goethe "
"Philip K. Dick","Jonathan Lethem "
"Paul Auster","Jonathan Lethem "
"Don DeLillo","Jonathan Lethem "
"Philip Roth","Jonathan Lethem "
"John Updike","Jonathan Lethem "
"Shirley Jackson","Jonathan Lethem "
"Robert Coover","Jonathan Lethem "
"Pierre-Joseph Proudhon","Leo Tolstoy "
"Peter Kropotkin","Leo Tolstoy "
"Nikolai Gogol","Leo Tolstoy "
"African Spir","Leo Tolstoy "
"Petr Chelčický","Leo Tolstoy "
"Jean-Jacques Rousseau","Leo Tolstoy "
"Victor Hugo","Leo Tolstoy "
"Arthur Schopenhauer","Leo Tolstoy "
"Alexander Pushkin","Leo Tolstoy "
"Laurence Sterne","Leo Tolstoy "
"Robert H. Dicke","Robert Woodrow Wilson "
"Pauline Marcelle","Chris Burden "
"Giordano Bruno","Giorgio Agamben "
"Martin Heidegger","Giorgio Agamben "
"Jacob Taubes","Giorgio Agamben "
"Michel Foucault","Giorgio Agamben "
"Hannah Arendt","Giorgio Agamben "
"Lenny Bruce","Lewis Black "
"Richard Pryor","Lewis Black "
"Bob Newhart","Lewis Black "
"George Carlin","Lewis Black "
"Steve Martin","Stephen Colbert "
"Jon Stewart","Stephen Colbert "
"George Carlin","Stephen Colbert "
"Benjamin Fain","Vitaly Ginzburg "
"Gilbert Ryle","Wilfrid Sellars "
"Stanley Cavell","Martha Nussbaum "
"Kenny Everett","Chris Moyles "
"Moms Mabley","Phyllis Diller "
"Johann Gottfried Herder","Ľudovít Štúr "
"Joan Miró","Arshile Gorky "
"Jack Kerouac","Tom Robbins "
"J. D. Salinger","Tom Robbins "
"Zhu Xi","Joseph Needham "
"Pierre Louis Maupertuis","Georges-Louis Leclerc, Comte de Buffon "
"H. G. Wells","Jack Williamson "
"Stanley G. Weinbaum","Jack Williamson "
"A. Merritt","Jack Williamson "
"Adam Müller","Othmar Spann "
"Monty Python","Trey Parker "
"Edwin Morgan (poet)","James Kelman "
"Ovid","Percy Bysshe Shelley "
"Adam Weishaupt","Percy Bysshe Shelley "
"Robert Burns","Percy Bysshe Shelley "
"Pedro Calderón de la Barca","Percy Bysshe Shelley "
"Benedetto Croce","R. G. Collingwood "
"F. H. Bradley","R. G. Collingwood "
"Wilhelm Dilthey","R. G. Collingwood "
"Charlie Chaplin","Rowan Atkinson "
"Jack Kerouac","Russell Banks "
"Roger Zelazny","Samuel R. Delany "
"Theodore Sturgeon","Samuel R. Delany "
"David Hume","African Spir "
"Mohammad Ibrahim Zauq","Bahadur Shah II "
"Mirza Ghalib","Bahadur Shah II "
"André Gide","Brian O'Nolan "
"Charles Darwin","George Romanes "
"J. T. Gulick","George Romanes "
"Ernie Kovacs","Jimmy Kimmel "
"Edward Bunker","James Ellroy "
"David Hume","David Lewis (philosopher) "
"Hilary Putnam","David Lewis (philosopher) "
"Willard Van Orman Quine","David Lewis (philosopher) "
"Rudolf Carnap","David Lewis (philosopher) "
"George Gurdjieff","Alfred Richard Orage "
"Robert E. Howard","David Drake "
"L. Sprague de Camp","David Drake "
"Sanai","Jami "
"Nezami Ganjavi","Jami "
"Sheikh Ahmad-e Jami","Jami "
"Robert E. Howard","S. M. Stirling "
"Maurice Halbwachs","Paul Ricœur "
"Edmund Husserl","Paul Ricœur "
"Karl Jaspers","Paul Ricœur "
"Antonio Gramsci","Stuart Hall (cultural theorist) "
"Don Rickles","Dave Attell "
"A-Lin","A-mei "
"Ziauddin Ahmed","Syed Ahmed Khan "
"Muhammad ibn Abd al-Wahhab","Syed Ahmed Khan "
"Parmenides","Melissus of Samos "
"Jean-Jacques Rousseau","Louis Antoine de Saint-Just "
"Saul Alinsky","Tom Gaudette "
"Ross Macdonald","Michael Connelly "
"Raymond Chandler","Michael Connelly "
"Albert Camus","Jacques Monod "
"Brian O'Nolan","Dylan Moran "
"Johann Wolfgang von Goethe","Daisaku Ikeda "
"William Petty","Bernard Mandeville "
"Thomas Savage (novelist)","Annie Proulx "
"Michael Walzer","Michael Sandel "
"William S. Burroughs","Lydia Lunch "
"Elisabeth Kübler-Ross","Caroline Myss "
"Richard Hamming","David J. Farber "
"Hans Hofmann","Lee Krasner "
"Alfred North Whitehead","Charles Hartshorne "
"Flip Wilson","Paul Mooney (comedian) "
"Benjamin Barber","Howard Dean "
"Herbert McCabe","Alasdair MacIntyre "
"Henny Youngman","Mitch Hedberg "
"Cheech & Chong","Mitch Hedberg "
"Bobcat Goldthwait","Mitch Hedberg "
"Jerry Seinfeld","Mitch Hedberg "
"Steven Wright","Mitch Hedberg "
"George Carlin","Mitch Hedberg "
"Emo Philips","Mitch Hedberg "
"Salman Rushdie","Homi K. Bhabha "
"R. Radhakrishnan","Homi K. Bhabha "
"Edward Said","Homi K. Bhabha "
"Alice Munro","Cynthia Ozick "
"T. M. Wright","Jack Ketchum "
"Alasdair Gray","A. L. Kennedy "
"Edwin Morgan (poet)","A. L. Kennedy "
"Robert Louis Stevenson","Michael de Larrabeiti "
"Charles Scott Sherrington","Ragnar Granit "
"Michael Foster (physiologist)","John Newport Langley "
"Ivan Turgenev","Herman Bang "
"Plato","Anselm of Canterbury "
"Stephen King","Damon Lindelof "
"Alan Moore","Damon Lindelof "
"Wallace Stegner","Wendell Berry "
"Judith Butler","Kate Bornstein "
"Edmund Husserl","José Ortega y Gasset "
"Wilhelm Dilthey","José Ortega y Gasset "
"Joseph Ginat","Ezer Weizman "
"Shirley Jackson","Nigel Kneale "
"Maurice Merleau-Ponty","Cornelius Castoriadis "
"Hannah Arendt","Cornelius Castoriadis "
"George Grant (philosopher)","Dennis Lee (author) "
"Cornelius Van Til","Timothy J. Keller "
"Giovanni Papini","Scipio Slataper "
"Bernard Malamud","Jacob M. Appel "
"Mary Gaitskill","Jacob M. Appel "
"Stuart Dybek","Jacob M. Appel "
"Donald Barthelme","Jacob M. Appel "
"Robert Coover","Jacob M. Appel "
"Jack Smith (film director)","Robert Wilson (director) "
"Norman Vincent Peale","Billy Graham "
"Alice Munro","Lorrie Moore "
"Sergei Winogradsky","Selman Waksman "
"Al Murray","Jack Whitehall "
"Vic Reeves","Jack Whitehall "
"Jack Dee","Jack Whitehall "
"Bernard Ogilvie Dodge","George Wells Beadle "
"Alexandre Koyré","Thomas Kuhn "
"Jean Piaget","Thomas Kuhn "
"Pierre Duhem","Thomas Kuhn "
"Gaston Bachelard","Thomas Kuhn "
"Francis A. Sullivan","Avery Dulles "
"Shinji Nagashima","Mitsuru Adachi "
"Manny Farber","Paul Schrader "
"François Viète","Pierre de Fermat "
"Martin Buber","Ivan Böszörményi-Nagy "
"Gavril Stefanović Venclović","Dositej Obradović "
"Jovan Rajić","Dositej Obradović "
"Zaharije Orfelin","Dositej Obradović "
"Friedrich Nietzsche","Alexandre Kojève "
"Georg Wilhelm Friedrich Hegel","Alexandre Kojève "
"Leo Strauss","Alexandre Kojève "
"Vladimir Solovyov (philosopher)","Alexandre Kojève "
"Jean Bourgain","Terence Tao "
"Jan Matulka","David Smith (sculptor) "
"Grady Nutt","Jerry Clower "
"Herbert Marcuse","Henri Lefebvre "
"Émile Durkheim","Maurice Halbwachs "
"Pier Paolo Pasolini","Sergei Parajanov "
"Robert Burns","James Whitcomb Riley "
"Frank Lebby Stanton","James Whitcomb Riley "
"Stéphane Mallarmé","Michael Palmer "
"Octavio Paz","Michael Palmer "
"Gertrude Stein","Michael Palmer "
"Vic Reeves","Noel Fielding "
"Alan Moore","Brian Azzarello "
"Ernie Kovacs","James Lipton "
"Jack Kerouac","Russell Brand "
"George Orwell","John King (author) "
"John Fante","Michael Tolkin "
"Leconte de Lisle","Antoni Lange "
"Antoni Malczewski","Antoni Lange "
"Richard Hofstadter","Arthur M. Schlesinger, Jr. "
"John Dos Passos","Alfred Döblin "
"Velimir Khlebnikov","Aleksei Kruchenykh "
"Thomas Bernhard","Elfriede Jelinek "
"Jack Kerouac","Blake Schwarzenbach "
"Osho (Bhagwan Shree Rajneesh)","Peter Sloterdijk "
"Jacob Taubes","Peter Sloterdijk "
"Kenneth Waltz","John Mearsheimer "
"Søren Kierkegaard","Lev Shestov "
"Edna O'Brien","Anne Enright "
"H. P. Lovecraft","Guillermo del Toro "
"Masao Kume","Mantarō Kubota "
"Alain Elkann","Indro Montanelli "
"Pedro Calderón de la Barca","Leandro Fernández de Moratín "
"Dean Koontz","Bentley Little "
"Carlo Wolff","Bentley Little "
"Oscar Wilde","James K. Morrow "
"Raymond Carver","Tobias Wolff "
"Richard Yates (novelist)","Tobias Wolff "
"Andre Dubus","Tobias Wolff "
"Mohammad Ibrahim Zauq","Daagh "
"Severo Ochoa","Arthur Kornberg "
"Barry Hannah","Larry Brown (author) "
"Ludwig von Bertalanffy","Russell L. Ackoff "
"Alain Badiou","Quentin Meillassoux "
"Winslow Homer","Howard Pyle "
"Georg Wilhelm Friedrich Hegel","Arthur Danto "
"Scipio Slataper","Claudio Magris "
"Fulvio Tomizza","Claudio Magris "
"Friedrich Nietzsche","Walter Kaufmann (philosopher) "
"Martin Buber","Walter Kaufmann (philosopher) "
"Aristotle","Duns Scotus "
"Pseudo-Dionysius the Areopagite","Johannes Scotus Eriugena "
"Plotinus","Johannes Scotus Eriugena "
"Karl Marx","Manabendra Nath Roy "
"Yashwant Vithoba Chittal","Manabendra Nath Roy "
"Angie Debo","Vine Deloria, Jr. "
"Julian Huxley","Gavin de Beer "
"Wendell Berry","Michael Pollan "
"Alexandre Dumas","Juan Gómez-Jurado "
"Liviu Rebreanu","Juan Gómez-Jurado "
"Alan Moore","Brian K. Vaughan "
"Almeida Garrett","Alexandre Herculano "
"Epicurus","Metrodorus of Lampsacus (the younger) "
"Ayn Rand","Barbara Branden "
"Edward Cahill","Denis Fahey "
"George F. Dillon","Denis Fahey "
"Edgar Rice Burroughs","Otis Adelbert Kline "
"Khachatur Abovian","Mikael Nalbandian "
"Hermann Lotze","Wilhelm Windelband "
"Dorothy Black (novelist)","Marion Crawford "
"John Dos Passos","Victor Serge "
"Hermann Lotze","George Trumbull Ladd "
"John Anderson (philosopher)","David Stove "
"Bapsi Sidhwa","Deepa Mehta "
"William Golding","Jyoti Guptara "
"Marshall McLuhan","Paul Levinson "
"Martinus Beijerinck","Sergei Winogradsky "
"Kurt Vonnegut","James Rivera "
"Mauritz de Haas","William Bliss Baker "
"Albert Bierstadt","William Bliss Baker "
"Kurt Vonnegut","George Saunders "
"John Updike","George Saunders "
"Bernard Ogilvie Dodge","Esther Lederberg "
"Milton A. Rothman","Tony Rothman "
"Stanley Cavell","Stephen Mulhall "
"Igor Kurchatov","Georgy Flyorov "
"Antoni Lange","Bolesław Leśmian "
"Peter Kropotkin","Luigi Galleani "
"Mykhailo Drahomanov","Lesya Ukrainka "
"Milton Avery","Adolph Gottlieb "
"Jon Stewart","Steve Carell "
"George Dantzig","Tjalling Koopmans "
"Tom of Finland","Paul Cadmus "
"T. H. White","Gregory Maguire "
"Maurice Sendak","Gregory Maguire "
"Stanley William Hayter","Clifton Pugh "
"JerryC","Lim Jeong-hyun "
"Ferdinand de Saussure","Claude Lévi-Strauss "
"Georg Wilhelm Friedrich Hegel","Claude Lévi-Strauss "
"Jean-Jacques Rousseau","Claude Lévi-Strauss "
"Maurice Merleau-Ponty","Claude Lévi-Strauss "
"Émile Durkheim","Claude Lévi-Strauss "
"Marcel Mauss","Claude Lévi-Strauss "
"Ronald Fisher","Oscar Kempthorne "
"Jovan Rajić","Jovan Sterija Popović "
"Luís de Camões","Bento Teixeira "
"David Weber","Steve White (science fiction) "
"Jorge Luis Borges","Danilo Kiš "
"Mircea Eliade","Wendy Doniger "
"Stevie Smith","Vic Chesnutt "
"Wallace Stevens","Vic Chesnutt "
"Dmitri Kedrin","Dritëro Agolli "
"Leo Strauss","Peter Berkowitz "
"Oscar Wilde","Fumiko Enchi "
"Ion Heliade Rădulescu","Alexandru Macedonski "
"Pantazi Ghica","Alexandru Macedonski "
"Luís de Camões","Almeida Garrett "
"Gil Vicente","Almeida Garrett "
"Laurence Sterne","Almeida Garrett "
"Cornelius Castoriadis","Takis Fotopoulos "
"Tobias Wolff","James Franco "
"Benjamin Tucker","Émile Armand "
"Josiah Warren","Émile Armand "
"Max Stirner","Émile Armand "
"Richard Yates (novelist)","Stewart O'Nan "
"J. D. Salinger","Stephen Chbosky "
"Lucian","Baltasar Gracián "
"Richard Doll","Richard Peto "
"J. Slauerhoff","Gerrit Komrij "
"Henric Trenk","Ion Andreescu "
"Georges Palante","Louis Guilloux "
"Dragotin Kette","Janez Menart "
"Karl Pearson","Philip Hall "
"Bob Newhart","David Steinberg "
"Simone Weil","Dewi Zephaniah Phillips "
"Alexandru Macedonski","George Bacovia "
"Traian Demetrescu","George Bacovia "
"Ion Minulescu","George Bacovia "
"Khachatur Abovian","Mirza Fatali Akhundzadeh "
"Scipio Slataper","Biagio Marin "
"Giovanni Gentile","Edwin Arthur Burtt "
"Jacint Verdaguer","Joan Maragall "
"Narcís Oller","Joan Maragall "
"Alexandru Macedonski","I. Dragoslav "
"Ion Creangă","I. Dragoslav "
"Neal Cassady","Carolyn Garcia "
"Jack Kerouac","Joyce Johnson "
"William Couper (naturalist)","Charles-Eusèbe Dionne "
"Robert Louis Stevenson","Javier Marías "
"Vladimir Nabokov","Javier Marías "
"Thomas Bernhard","Javier Marías "
"Wanda Orlikowski","Paul Leonardi "
"Wolfgang Pauli","Ralph Kronig "
"Paul Ehrenfest","Ralph Kronig "
"Drago Jančar","Aleš Debeljak "
"Srečko Kosovel","Aleš Debeljak "
"Niko Grafenauer","Aleš Debeljak "
"Scipio Slataper","Fulvio Tomizza "
"Ivan Cankar","Fulvio Tomizza "
"George R. R. Martin","Paul Haines (fiction writer) "
"Wilhelm Gliese","Hartmut Jahreiß "
"Arnold Sommerfeld","Karl Herzfeld "
"Rudolf Steiner","Jennifer Gidley "
"Ulisse Cambi","Giorgio Ceragioli (sculptor) "
"Karl Marx","Dimitris Christofias "
"Barron Storey","Kent Williams (artist) "
"Tahir-ul-Qadri","Timothy Winter "
"Lenny Bruce","Nick DiPaolo "
"Robert Klein","Nick DiPaolo "
"Malcolm Hardee","Jenny Eclair "
"George R. R. Martin","Patrick Rothfuss "
"Ion Creangă","Grigore Vieru "
"Raymond Carver","Tom Perrotta "
"Tobias Wolff","Tom Perrotta "
"John Anderson (philosopher)","David Malet Armstrong "
"Flannery O'Connor","Mary Gaitskill "
"Georg Wilhelm Friedrich Hegel","Alexandre Koyré "
"Edwin Arthur Burtt","Alexandre Koyré "
"Edmund Husserl","Alexandre Koyré "
"Gaston Bachelard","Alexandre Koyré "
"Steve Martin","Russell Peters "
"Don Rickles","Russell Peters "
"Cheech & Chong","Russell Peters "
"George Carlin","Russell Peters "
"Lloyd Alexander","Holly Black "
"Hubert Dreyfus","Tao Ruspoli "
"Leopold Staff","Jan Lechoń "
"Antoni Malczewski","Jan Lechoń "
"Julia Robinson","Yuri Matiyasevich "
"J. D. Salinger","Igor Štiks "
"Steve Martin","Andy Samberg "
"Edward Plunkett, 18th Baron of Dunsany","Evangeline Walton "
"Algernon Blackwood","Evangeline Walton "
"Atta ur Rahman","Salimuzzaman Siddiqui "
"Mateiu Caragiale","Mircea Nedelciu "
"Ion Creangă","Mircea Nedelciu "
"Rose Mead","Sybil Andrews "
"Wallace Stegner","Simin Daneshvar "
"Edward Said","Hamid Dabashi "
"Jinzai Kiyoshi","Tatsuo Hori "
"Tom Hodgkinson","Frithjof Bergmann "
"Brian Lumley","James A. Moore "
"Clark Ashton Smith","James Lowder "
"France Balantič","Jože Snoj "
"Josip Murn Aleksandrov","Jože Snoj "
"Gregor Strniša","Jože Snoj "
"Sylvanus Morley","Tatiana Proskouriakoff "
"Thomas Mann","Frederic Tuten "
"John Bowlby","Mary Ainsworth "
"Juan Donoso Cortés","Nicolás Gómez Dávila "
"Louisa May Alcott","Stephenie Meyer "
"Lucy Maud Montgomery","Stephenie Meyer "
"Charlotte Brontë","Stephenie Meyer "
"William Goldman","Stephenie Meyer "
"Daphne du Maurier","Stephenie Meyer "
"John McCracken","Anish Kapoor "
"David Park (painter)","Nathan Oliveira "
"Tudor Arghezi","Gala Galaction "
"Malcolm Hardee","Ricky Grover "
"Franz Kafka","Drago Jančar "
"Boris Pahor","Drago Jančar "
"Dominik Smole","Drago Jančar "
"Veno Taufer","Drago Jančar "
"Rudi Šeligo","Drago Jančar "
"France Prešeren","Oton Župančič "
"Dragotin Kette","Oton Župančič "
"Rashid Ahmad Gangohi","Husain Ahmed Madani "
"Paul Verlaine","Maksim Bahdanovič "
"Gil Seong-joon","Jeong Ga-eun "
"Jeong Hyeong-don","Jeong Ga-eun "
"Charles Emerson Beecher","Charles Schuchert "
"C. V. Raman Pillai","Uroob "
"Józef Hecht","Dolf Rieser "
"Knut Hamsun","Gabriel Scott "
"John Norman","Janet Morris "
"Ernest Gellner","Andrey Korotayev "
"William Golding","Greg F. Gifune "
"Kurt Lewin","Brian J. Mistler "
"Oscar E. Berninghaus","Albert Looking Elk "
"Paul Verlaine","Tom Verlaine "
"Maija Grotell","Harvey Littleton "
"Nicolas de Largillière","Jacob van Schuppen "
"Alexandru Macedonski","Traian Demetrescu "
"Park Myeong-su","Jeong Jun-ha "
"John Norman","Sharon Green "
"Ibn Jurayj","‘Abd ar-Razzaq as-San‘ani "
"Alexandru Macedonski","Ion Minulescu "
"V. K. Gokak","Mangesh V. Nadkarni "
"Sundar V. Nadkarni","Mangesh V. Nadkarni "
"Colin Wilson","Gary Valentine Lachman "
"John Updike","Lloyd Kropp "
"Clark Ashton Smith","Lloyd Kropp "
"Wahbi al-Hariri","Fateh Moudarres "
"Steve Martin","Kevin Bridges "
"Ricky Gervais","Kevin Bridges "
"Jerry Seinfeld","Kevin Bridges "
"Frankie Boyle","Kevin Bridges "
"Jack Dee","Kevin Bridges "
"Simon Pallas","Peter Simon Pallas "
"Thomas Paine","Abraham Lincoln "
"Moritz Schlick","Albert Einstein "
"Arthur Schopenhauer","Albert Einstein "
"David Hume","Albert Einstein "
"Ernst Mach","Albert Einstein "
"Gunnar Nordström","Albert Einstein "
"Baruch Spinoza","Albert Einstein "
"Percy Bysshe Shelley","Alfred Nobel "
"Friedrich Nietzsche","Albert Camus "
"Georg Wilhelm Friedrich Hegel","Albert Camus "
"Jean-Paul Sartre","Albert Camus "
"Lev Shestov","Albert Camus "
"Georges Palante","Albert Camus "
"André Gide","Albert Camus "
"Edmund Husserl","Albert Camus "
"Franz Kafka","Albert Camus "
"Victor Hugo","Albert Camus "
"Søren Kierkegaard","Albert Camus "
"Simone Weil","Albert Camus "
"George Orwell","Albert Camus "
"Simone de Beauvoir","Albert Camus "
"Max Stirner","Albert Camus "
"Karl Jaspers","Albert Camus "
"Johann Wolfgang von Goethe","André Gide "
"Binet-Valmer","André Gide "
"Comte de Lautréamont","André Gide "
"Oscar Wilde","André Gide "
"Rabindranath Tagore","André Gide "
"Aristotle","Albertus Magnus "
"Boethius","Albertus Magnus "
"George Carlin","Adam Carolla "
"Sheridan Le Fanu","Bram Stoker "
"John William Polidori","Bram Stoker "
"Moms Mabley","Bing Crosby "
"Tristan Tzara","Brion Gysin "
"Kurt Vonnegut","Bill Bryson "
"Paul Auster","Bill Bryson "
"Henry Fielding","Charles Dickens "
"Sheridan Le Fanu","Charles Dickens "
"Victor Hugo","Charles Dickens "
"Tobias Smollett","Charles Dickens "
"Plato","Cicero "
"Lucretius","Cicero "
"Posidonius","Cicero "
"Panaetius","Cicero "
"Lev Shestov","Czesław Miłosz "
"Leopold Staff","Czesław Miłosz "
"Simone Weil","Czesław Miłosz "
"Kurt Vonnegut","Douglas Adams "
"Monty Python","Douglas Adams "
"D. H. Lawrence","Dylan Thomas "
"Lawrence Durrell","Dylan Thomas "
"Arthur Rimbaud","Dylan Thomas "
"Arthur Schopenhauer","Dylan Thomas "
"John Donne","Dylan Thomas "
"Pythagoras","Euclid "
"Robert Louis Stevenson","Ernest Hemingway "
